

,1 (LAMPEXP),1835.85,1807.2364,1.0000,1.0000,-14.994,-0.165

Date/Time:,26-Aug-11 08:01:08 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1836.35,1808.8625,1.0000,1.0000,-14.993,-0.165

Date/Time:,26-Aug-11 07:49:11 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1835.50,1813.6733,1.0000,1.0000,-14.991,-0.162

Date/Time:,26-Aug-11 07:37:14 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1835.59,1814.2166,1.0000,1.0000,-14.992,-0.162

Date/Time:,26-Aug-11 07:25:18 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1835.61,1812.5938,1.0000,1.0000,-14.988,-0.160

Date/Time:,26-Aug-11 07:13:18 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1834.99,1815.7802,1.0000,1.0000,-14.988,-0.157

Date/Time:,26-Aug-11 07:01:21 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1835.17,1816.3205,1.0000,1.0000,-14.988,-0.159

Date/Time:,26-Aug-11 06:49:21 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1836.90,1803.9502,1.0000,1.0000,-14.983,-0.158

Date/Time:,26-Aug-11 06:37:23 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad2 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1836.85,1804.0952,1.0000,1.0000,-14.982,-0.154

Date/Time:,27-Aug-11 12:24:00 AM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.59,1809.4979,1.0000,1.0000,-15.015,-0.198

Date/Time:,27-Aug-11 12:11:59 AM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1831.28,1824.2589,1.0000,1.0000,-15.012,-0.194

Date/Time:,27-Aug-11 12:00:02 AM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.25,1806.1753,1.0000,1.0000,-15.012,-0.194

Date/Time:,26-Aug-11 11:48:01 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1831.31,1830.5847,1.0000,1.0000,-15.013,-0.192

Date/Time:,26-Aug-11 11:36:06 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.15,1799.7828,1.0000,1.0000,-15.012,-0.193

Date/Time:,26-Aug-11 11:24:05 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.06,1815.1277,1.0000,1.0000,-15.011,-0.191

Date/Time:,26-Aug-11 11:12:07 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1831.42,1828.0967,1.0000,1.0000,-15.007,-0.189

Date/Time:,26-Aug-11 11:00:07 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.44,1798.7224,1.0000,1.0000,-15.006,-0.185

Date/Time:,26-Aug-11 10:48:11 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.55,1785.8558,1.0000,1.0000,-15.006,-0.184

Date/Time:,26-Aug-11 10:36:12 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.93,1798.0658,1.0000,1.0000,-15.002,-0.183

Date/Time:,26-Aug-11 10:24:16 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1831.77,1816.5684,1.0000,1.0000,-15.006,-0.182

Date/Time:,26-Aug-11 10:12:15 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1834.07,1784.4379,1.0000,1.0000,-15.006,-0.182

Date/Time:,26-Aug-11 10:00:18 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.33,1811.2382,1.0000,1.0000,-15.003,-0.180

Date/Time:,26-Aug-11 09:48:18 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.56,1787.7761,1.0000,1.0000,-15.002,-0.176

Date/Time:,26-Aug-11 09:36:22 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.28,1810.5653,1.0000,1.0000,-15.001,-0.178

Date/Time:,26-Aug-11 09:24:22 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.95,1800.1741,1.0000,1.0000,-15.003,-0.177

Date/Time:,26-Aug-11 09:12:26 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.19,1805.8778,1.0000,1.0000,-15.001,-0.173

Date/Time:,26-Aug-11 09:00:27 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.18,1792.0446,1.0000,1.0000,-14.998,-0.174

Date/Time:,26-Aug-11 08:48:31 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.09,1813.6907,1.0000,1.0000,-14.998,-0.171

Date/Time:,26-Aug-11 08:36:32 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.74,1789.1324,1.0000,1.0000,-14.999,-0.172

Date/Time:,26-Aug-11 08:24:37 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.04,1797.0072,1.0000,1.0000,-14.995,-0.168

Date/Time:,26-Aug-11 08:12:39 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.84,1789.1205,1.0000,1.0000,-14.994,-0.165

Date/Time:,26-Aug-11 08:00:44 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.35,1791.5674,1.0000,1.0000,-14.993,-0.165

Date/Time:,26-Aug-11 07:48:43 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.89,1807.4090,1.0000,1.0000,-14.991,-0.162

Date/Time:,26-Aug-11 07:36:49 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.81,1800.2409,1.0000,1.0000,-14.992,-0.162

Date/Time:,26-Aug-11 07:24:50 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.03,1795.5706,1.0000,1.0000,-14.988,-0.160

Date/Time:,26-Aug-11 07:12:53 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.81,1785.9687,1.0000,1.0000,-14.988,-0.157

Date/Time:,26-Aug-11 07:00:53 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.40,1796.7846,1.0000,1.0000,-14.988,-0.159

Date/Time:,26-Aug-11 06:48:56 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1832.94,1795.7852,1.0000,1.0000,-14.983,-0.158

Date/Time:,26-Aug-11 06:36:55 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad2 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1833.31,1790.4189,1.0000,1.0000,-14.982,-0.154

Date/Time:,27-Aug-11 12:23:24 AM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.71,1746.8482,1.0000,1.0000,-15.015,-0.198

Date/Time:,27-Aug-11 12:11:23 AM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.83,1750.5476,1.0000,1.0000,-15.012,-0.194

Date/Time:,26-Aug-11 11:59:26 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.92,1761.0862,1.0000,1.0000,-15.012,-0.194

Date/Time:,26-Aug-11 11:47:26 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.63,1747.7194,1.0000,1.0000,-15.013,-0.192

Date/Time:,26-Aug-11 11:35:30 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.28,1753.0722,1.0000,1.0000,-15.012,-0.193

Date/Time:,26-Aug-11 11:23:29 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.52,1752.8487,1.0000,1.0000,-15.011,-0.191

Date/Time:,26-Aug-11 11:11:31 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.01,1755.8385,1.0000,1.0000,-15.007,-0.189

Date/Time:,26-Aug-11 10:59:32 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.15,1763.4309,1.0000,1.0000,-15.006,-0.185

Date/Time:,26-Aug-11 10:47:36 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.36,1748.6319,1.0000,1.0000,-15.006,-0.184

Date/Time:,26-Aug-11 10:35:36 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.09,1747.3416,1.0000,1.0000,-15.002,-0.183

Date/Time:,26-Aug-11 10:23:40 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.16,1756.4568,1.0000,1.0000,-15.006,-0.182

Date/Time:,26-Aug-11 10:11:40 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.03,1759.5097,1.0000,1.0000,-15.006,-0.182

Date/Time:,26-Aug-11 09:59:42 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.08,1737.6994,1.0000,1.0000,-15.003,-0.180

Date/Time:,26-Aug-11 09:47:43 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.20,1758.3479,1.0000,1.0000,-15.002,-0.176

Date/Time:,26-Aug-11 09:35:46 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.69,1759.7588,1.0000,1.0000,-15.001,-0.178

Date/Time:,26-Aug-11 09:23:47 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.42,1747.0179,1.0000,1.0000,-15.003,-0.177

Date/Time:,26-Aug-11 09:11:51 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.03,1750.1650,1.0000,1.0000,-15.001,-0.173

Date/Time:,26-Aug-11 08:59:52 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.90,1755.3037,1.0000,1.0000,-14.998,-0.174

Date/Time:,26-Aug-11 08:47:55 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.43,1754.4537,1.0000,1.0000,-14.998,-0.171

Date/Time:,26-Aug-11 08:35:57 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1836.61,1766.1229,1.0000,1.0000,-14.999,-0.172

Date/Time:,26-Aug-11 08:24:01 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.72,1754.1688,1.0000,1.0000,-14.995,-0.168

Date/Time:,26-Aug-11 08:12:03 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.82,1759.3392,1.0000,1.0000,-14.994,-0.165

Date/Time:,26-Aug-11 08:00:08 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.27,1758.6354,1.0000,1.0000,-14.993,-0.165

Date/Time:,26-Aug-11 07:48:08 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.13,1755.6813,1.0000,1.0000,-14.991,-0.162

Date/Time:,26-Aug-11 07:36:14 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1840.34,1742.2543,1.0000,1.0000,-14.992,-0.162

Date/Time:,26-Aug-11 07:24:15 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1838.99,1752.5110,1.0000,1.0000,-14.988,-0.160

Date/Time:,26-Aug-11 07:12:17 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.21,1750.2699,1.0000,1.0000,-14.988,-0.157

Date/Time:,26-Aug-11 07:00:18 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1839.19,1750.2401,1.0000,1.0000,-14.988,-0.159

Date/Time:,26-Aug-11 06:48:21 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1837.59,1757.9681,1.0000,1.0000,-14.983,-0.158

Date/Time:,26-Aug-11 06:36:20 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad2 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1836.93,1758.8425,1.0000,1.0000,-14.982,-0.154

Date/Time:,27-Aug-11 12:24:28 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4705.27,2995.9802,1.0000,1.0000,-0.015,-0.202

Date/Time:,27-Aug-11 12:12:30 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4703.86,2996.9996,1.0000,1.0000,-0.012,-0.199

Date/Time:,27-Aug-11 12:00:30 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4699.75,2994.8571,1.0000,1.0000,-0.012,-0.198

Date/Time:,26-Aug-11 11:48:32 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4698.92,2995.2681,1.0000,1.0000,-0.013,-0.197

Date/Time:,26-Aug-11 11:36:33 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4710.24,2993.8112,1.0000,1.0000,-0.012,-0.198

Date/Time:,26-Aug-11 11:24:36 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),7496.57,3086.8198,1.0000,1.0000,-0.011,-0.196

Date/Time:,26-Aug-11 11:12:35 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),7498.03,3091.5253,1.0000,1.0000,-0.007,-0.193

Date/Time:,26-Aug-11 11:00:37 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),7511.53,3094.7186,1.0000,1.0000,-0.006,-0.192

Date/Time:,26-Aug-11 10:48:39 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4698.90,2988.8365,1.0000,1.0000,-0.006,-0.191

Date/Time:,26-Aug-11 10:36:42 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad3 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
