

Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.68,1.9911,1.0000,1.0000,14.998,-0.197

Date/Time:,26-Aug-11 10:24:22 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.07,1.5655,1.0000,1.0000,14.994,-0.197

Date/Time:,26-Aug-11 10:12:22 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.73,2.5970,1.0000,1.0000,14.994,-0.191

Date/Time:,26-Aug-11 10:00:25 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.24,1.6713,1.0000,1.0000,14.997,-0.191

Date/Time:,26-Aug-11 09:48:25 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.78,2.6206,1.0000,1.0000,14.998,-0.190

Date/Time:,26-Aug-11 09:36:29 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.25,1.5798,1.0000,1.0000,14.999,-0.191

Date/Time:,26-Aug-11 09:24:29 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.94,1.6221,1.0000,1.0000,14.997,-0.189

Date/Time:,26-Aug-11 09:12:33 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.63,2.5726,1.0000,1.0000,14.999,-0.188

Date/Time:,26-Aug-11 09:00:34 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.79,2.4843,1.0000,1.0000,15.002,-0.190

Date/Time:,26-Aug-11 08:48:38 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.20,1.9504,1.0000,1.0000,15.002,-0.188

Date/Time:,26-Aug-11 08:36:38 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.74,2.0322,1.0000,1.0000,15.001,-0.185

Date/Time:,26-Aug-11 08:24:43 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.12,1.6549,1.0000,1.0000,15.005,-0.185

Date/Time:,26-Aug-11 08:12:45 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.73,2.5679,1.0000,1.0000,15.006,-0.180

Date/Time:,26-Aug-11 08:00:50 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.43,2.7971,1.0000,1.0000,15.007,-0.180

Date/Time:,26-Aug-11 07:48:50 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.53,1.5604,1.0000,1.0000,15.009,-0.178

Date/Time:,26-Aug-11 07:36:55 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.06,1.9683,1.0000,1.0000,15.008,-0.175

Date/Time:,26-Aug-11 07:24:57 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.28,1.9253,1.0000,1.0000,15.012,-0.176

Date/Time:,26-Aug-11 07:12:59 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.26,1.7517,1.0000,1.0000,15.012,-0.173

Date/Time:,26-Aug-11 07:00:59 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.47,2.0871,1.0000,1.0000,15.012,-0.173

Date/Time:,26-Aug-11 06:49:03 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.00,1.9964,1.0000,1.0000,15.017,-0.173

Date/Time:,26-Aug-11 06:37:02 PM
Film name:,SQC Acq-SR OCD Short2 SCF
Stage group:,4X Pad4 SCF
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.23,1.7476,1.0000,1.0000,15.018,-0.174

Date/Time:,27-Aug-11 12:23:32 AM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.95,4.7816,1.0000,1.0000,14.985,-0.207

Date/Time:,27-Aug-11 12:11:31 AM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.54,3.5156,1.0000,1.0000,14.988,-0.205

Date/Time:,26-Aug-11 11:59:34 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.41,3.1624,1.0000,1.0000,14.988,-0.203

Date/Time:,26-Aug-11 11:47:34 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.02,6.5579,1.0000,1.0000,14.987,-0.201

Date/Time:,26-Aug-11 11:35:38 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.41,2.6027,1.0000,1.0000,14.988,-0.204

Date/Time:,26-Aug-11 11:23:37 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.18,4.7492,1.0000,1.0000,14.989,-0.200

Date/Time:,26-Aug-11 11:11:39 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.12,4.9269,1.0000,1.0000,14.993,-0.198

Date/Time:,26-Aug-11 10:59:40 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.09,3.6092,1.0000,1.0000,14.994,-0.199

Date/Time:,26-Aug-11 10:47:44 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.86,6.5443,1.0000,1.0000,14.994,-0.199

Date/Time:,26-Aug-11 10:35:44 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.30,3.0755,1.0000,1.0000,14.998,-0.197

Date/Time:,26-Aug-11 10:23:48 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.21,3.0673,1.0000,1.0000,14.994,-0.197

Date/Time:,26-Aug-11 10:11:47 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.59,3.1957,1.0000,1.0000,14.994,-0.191

Date/Time:,26-Aug-11 09:59:50 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1140.89,2.6705,1.0000,1.0000,14.997,-0.191

Date/Time:,26-Aug-11 09:47:51 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.08,4.6265,1.0000,1.0000,14.998,-0.190

Date/Time:,26-Aug-11 09:35:54 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.19,3.7513,1.0000,1.0000,14.999,-0.191

Date/Time:,26-Aug-11 09:23:55 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.22,6.0583,1.0000,1.0000,14.997,-0.189

Date/Time:,26-Aug-11 09:11:59 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.30,3.7020,1.0000,1.0000,14.999,-0.188

Date/Time:,26-Aug-11 09:00:00 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.09,3.1291,1.0000,1.0000,15.002,-0.190

Date/Time:,26-Aug-11 08:48:03 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.17,4.4045,1.0000,1.0000,15.002,-0.188

Date/Time:,26-Aug-11 08:36:04 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.45,2.7627,1.0000,1.0000,15.001,-0.185

Date/Time:,26-Aug-11 08:24:09 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.35,4.7354,1.0000,1.0000,15.005,-0.185

Date/Time:,26-Aug-11 08:12:11 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.24,3.3486,1.0000,1.0000,15.006,-0.180

Date/Time:,26-Aug-11 08:00:16 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.28,3.2661,1.0000,1.0000,15.007,-0.180

Date/Time:,26-Aug-11 07:48:16 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.16,2.9237,1.0000,1.0000,15.009,-0.178

Date/Time:,26-Aug-11 07:36:21 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.38,3.6782,1.0000,1.0000,15.008,-0.175

Date/Time:,26-Aug-11 07:24:23 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.47,3.9707,1.0000,1.0000,15.012,-0.176

Date/Time:,26-Aug-11 07:12:25 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.49,4.9137,1.0000,1.0000,15.012,-0.173

Date/Time:,26-Aug-11 07:00:25 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.52,3.5834,1.0000,1.0000,15.012,-0.173

Date/Time:,26-Aug-11 06:48:29 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.23,4.3933,1.0000,1.0000,15.017,-0.173

Date/Time:,26-Aug-11 06:36:28 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad4 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),1141.32,1.9221,1.0000,1.0000,15.018,-0.174

Date/Time:,27-Aug-11 12:24:33 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.03,3.6459,1.0000,1.0000,29.985,-0.211

Date/Time:,27-Aug-11 12:12:35 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.88,3.5687,1.0000,1.0000,29.988,-0.211

Date/Time:,27-Aug-11 12:00:35 AM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.15,3.6738,1.0000,1.0000,29.988,-0.207

Date/Time:,26-Aug-11 11:48:37 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.95,3.7894,1.0000,1.0000,29.987,-0.206

Date/Time:,26-Aug-11 11:36:39 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.80,3.4639,1.0000,1.0000,29.988,-0.210

Date/Time:,26-Aug-11 11:24:41 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.97,3.7131,1.0000,1.0000,29.989,-0.205

Date/Time:,26-Aug-11 11:12:40 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.14,4.1644,1.0000,1.0000,29.993,-0.202

Date/Time:,26-Aug-11 11:00:43 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.88,3.7292,1.0000,1.0000,29.994,-0.207

Date/Time:,26-Aug-11 10:48:44 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.21,3.7469,1.0000,1.0000,29.994,-0.206

Date/Time:,26-Aug-11 10:36:47 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.42,3.8988,1.0000,1.0000,29.998,-0.204

Date/Time:,26-Aug-11 10:24:48 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.92,3.2950,1.0000,1.0000,29.994,-0.205

Date/Time:,26-Aug-11 10:12:51 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.83,3.1744,1.0000,1.0000,29.994,-0.195

Date/Time:,26-Aug-11 10:00:51 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.73,3.4306,1.0000,1.0000,29.997,-0.197

Date/Time:,26-Aug-11 09:48:54 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.78,3.5126,1.0000,1.0000,29.998,-0.197

Date/Time:,26-Aug-11 09:36:55 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.00,3.8787,1.0000,1.0000,29.999,-0.197

Date/Time:,26-Aug-11 09:24:58 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.10,4.1604,1.0000,1.0000,29.997,-0.196

Date/Time:,26-Aug-11 09:12:59 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.85,3.6238,1.0000,1.0000,29.999,-0.196

Date/Time:,26-Aug-11 09:01:03 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.68,3.8538,1.0000,1.0000,30.002,-0.199

Date/Time:,26-Aug-11 08:49:04 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.05,3.8176,1.0000,1.0000,30.002,-0.197

Date/Time:,26-Aug-11 08:37:07 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.97,3.9115,1.0000,1.0000,30.001,-0.192

Date/Time:,26-Aug-11 08:25:10 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.68,3.7264,1.0000,1.0000,30.005,-0.194

Date/Time:,26-Aug-11 08:13:14 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.85,3.6106,1.0000,1.0000,30.006,-0.188

Date/Time:,26-Aug-11 08:01:16 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.77,3.7797,1.0000,1.0000,30.007,-0.188

Date/Time:,26-Aug-11 07:49:19 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.75,4.0161,1.0000,1.0000,30.009,-0.186

Date/Time:,26-Aug-11 07:37:22 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.99,3.7293,1.0000,1.0000,30.008,-0.182

Date/Time:,26-Aug-11 07:25:26 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.10,3.7444,1.0000,1.0000,30.012,-0.184

Date/Time:,26-Aug-11 07:13:26 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4309.07,3.8566,1.0000,1.0000,30.012,-0.181

Date/Time:,26-Aug-11 07:01:29 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),4308.82,3.9157,1.0000,1.0000,30.012,-0.180

Date/Time:,26-Aug-11 06:49:29 PM
Film name:,SQC Acq-SR OCD Short2 FX
Stage group:,4X Pad5 FX
Lot ID:,SQC NSTD
Wafer ID:,# 24
